Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Sgt. Bilko,30356589,37956589,NA,39000000.0,29-Mar-96,PG,93.0,Universal,Based on TV,Comedy,Contemporary Fiction,NA,33.0,5.2,9693.0
Sabrina,53458319,87100000,NA,58000000.0,15-Dec-95,PG,NA,Paramount Pictures,Remake,Romantic Comedy,Contemporary Fiction,Sydney Pollack,61.0,6.0,15749.0
Subway,390659,1663296,NA,2000000.0,06-Nov-85,NA,NA,Island/Alive,Original Screenplay,Drama,Contemporary Fiction,Luc Besson,86.0,6.2,5904.0
School Daze,14545844,14545844,NA,6000000.0,12-Feb-88,NA,NA,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,58.0,5.3,2667.0
Scarface,44942821,44942821,15386092.0,25000000.0,09-Dec-83,Not Rated,NA,Universal,Remake,Drama,Historical Fiction,Brian De Palma,88.0,8.2,152262.0
Schindler's List,96067179,321200000,NA,25000000.0,15-Dec-93,R,NA,Universal,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,97.0,8.9,276283.0
A Streetcar Named Desire,8000000,8000000,NA,1800000.0,18-Sep-51,NA,NA,Warner Bros.,Based on Play,NA,NA,Elia Kazan,NA,8.1,33781.0
Shadow Conspiracy,2154540,2154540,NA,45000000.0,31-Jan-97,R,NA,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,George P. Cosmatos,NA,4.7,2427.0
Short Cut to Nirvana: Kumbh Mela,381225,439651,NA,200000.0,22-Oct-04,Not Rated,NA,Mela Films,Based on Real Life Events,Documentary,Factual,NA,75.0,6.9,105.0
Spartacus,30000000,60000000,NA,12000000.0,07-Oct-60,NA,NA,Universal,Based on Book/Short Story,Action,Dramatization,Stanley Kubrick,96.0,8.0,50856.0
Sunday,410919,450349,NA,450000.0,22-Aug-97,NA,NA,NA,NA,Drama,NA,NA,79.0,6.9,436.0
She Done Him Wrong,2000000,2000000,NA,200000.0,09-Feb-33,NA,NA,NA,NA,NA,NA,NA,100.0,6.7,1795.0
State Fair,3500000,3500000,NA,4500000.0,09-Mar-62,NA,NA,NA,NA,NA,NA,NA,14.0,5.7,436.0
Sticky Fingers of Time,18195,20628,NA,250000.0,08-Jan-99,NA,NA,Strand,NA,Thriller/Suspense,NA,NA,NA,NA,NA
She's Gotta Have It,7137502,7137502,NA,175000.0,08-Aug-86,NA,NA,Island,Original Screenplay,Comedy,Contemporary Fiction,Spike Lee,93.0,6.2,2594.0
Stargate,71565669,196565669,NA,55000000.0,28-Oct-94,PG-13,NA,MGM,Original Screenplay,Action,Science Fiction,Roland Emmerich,46.0,6.7,47174.0
The Shadow,31835600,31835600,NA,40000000.0,01-Jul-94,PG-13,NA,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Russell Mulcahy,34.0,5.6,9530.0
Show Boat,11000000,11000000,NA,2300000.0,24-Sep-51,NA,NA,NA,NA,NA,NA,NA,89.0,6.9,1788.0
Shadowlands,25842377,25842377,NA,22000000.0,29-Dec-93,R,NA,Savoy,Based on Play,Drama,Dramatization,Sir Richard Attenborough,96.0,7.4,7689.0
Shanghai Surprise,2315000,2315000,NA,17000000.0,29-Aug-86,NA,NA,MGM,NA,NA,NA,NA,14.0,2.6,2591.0
Shalako,2620000,2620000,NA,1455000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1090.0
Sheena,5778353,5778353,NA,25000000.0,17-Aug-84,NA,NA,Sony/Columbia,Based on Comic/Graphic Novel,Adventure,Contemporary Fiction,John Guillermin,38.0,4.3,1598.0
Shine,35811509,35811509,NA,5500000.0,22-Nov-96,PG-13,105.0,Fine Line,Based on Real Life Events,Drama,Dramatization,Scott Hicks,90.0,7.6,22439.0
The Shining,44017374,44017374,NA,19000000.0,23-May-80,NA,NA,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,Stanley Kubrick,87.0,8.5,177762.0
Haakon Haakonsen,15024232,15024232,NA,8500000.0,01-Mar-91,NA,NA,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,NA,NA,6.4,1125.0
Ishtar,14375181,14375181,NA,40000000.0,15-May-87,NA,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,19.0,3.7,6094.0
Showgirls,20254932,20254932,NA,40000000.0,22-Sep-95,NC-17,NA,MGM,Original Screenplay,Drama,Contemporary Fiction,Paul Verhoeven,12.0,4.1,27004.0
The Shawshank Redemption,28241469,28241469,NA,25000000.0,23-Sep-94,R,NA,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Frank Darabont,88.0,9.2,519541.0
Silver Bullet,10803211,10803211,NA,7000000.0,11-Oct-85,NA,NA,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,NA,50.0,5.9,6387.0
Side Effects,44701,44701,NA,200000.0,09-Sep-05,R,NA,Sky Island,Original Screenplay,Romantic Comedy,NA,NA,11.0,NA,NA
Set It Off,36049108,36049108,NA,9000000.0,06-Nov-96,R,120.0,New Line,Original Screenplay,Drama,Contemporary Fiction,F. Gary Gray,61.0,6.3,4570.0
The Silence of the Lambs,130726716,275726716,NA,20000000.0,14-Feb-91,NA,NA,Orion Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Jonathan Demme,96.0,8.7,244856.0
Silent Trigger,76382,76382,NA,15000000.0,26-Jun-96,NA,NA,NA,NA,NA,NA,Russell Mulcahy,NA,5.2,1364.0
Thinner,15171475,15171475,NA,14000000.0,25-Oct-96,R,93.0,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,NA,18.0,5.3,7888.0
Sling Blade,24475416,34175000,NA,4833610.0,20-Nov-96,R,133.0,Miramax,Based on Short Film,Drama,Contemporary Fiction,NA,96.0,8.0,41785.0
Slacker,1227508,1227508,NA,23000.0,01-Aug-91,NA,NA,NA,NA,NA,NA,Richard Linklater,83.0,6.9,5907.0
Some Like it Hot,25000000,25000000,NA,2883848.0,29-Mar-59,NA,NA,NA,NA,NA,NA,Billy Wilder,97.0,8.3,67157.0
The Scarlet Letter,10359006,10359006,NA,50000000.0,13-Oct-95,R,NA,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Roland Joffe,15.0,4.6,6155.0
Silmido,298347,30298347,NA,8500000.0,23-Apr-04,Not Rated,NA,Cinema Service,NA,Action,NA,NA,NA,7.1,1724.0
Sleeper,18344729,18344729,NA,2000000.0,17-Dec-73,NA,NA,MGM,Original Screenplay,Comedy,NA,Woody Allen,100.0,7.3,15466.0
Sleepers,53300852,165600852,NA,44000000.0,18-Oct-96,R,105.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Barry Levinson,73.0,7.3,51874.0
The Slaughter Rule,13134,13134,NA,500000.0,10-Jan-03,R,NA,NA,NA,NA,NA,NA,NA,6.0,1136.0
Solomon and Sheba,11000000,11000000,NA,5000000.0,01-Jan-59,NA,NA,NA,NA,NA,NA,King Vidor,NA,6.0,915.0
Sur Le Seuil,2013052,2013052,NA,2500000.0,03-Oct-03,Not Rated,NA,Alliance,Based on Book/Short Story,Drama,Contemporary Fiction,NA,NA,6.7,585.0
The Usual Suspects,23341568,23341568,NA,6000000.0,16-Aug-95,R,NA,Gramercy,Original Screenplay,Drama,Contemporary Fiction,Bryan Singer,87.0,8.7,266890.0
Silverado,33200000,33200000,NA,26000000.0,10-Jul-85,NA,NA,Sony/Columbia,Original Screenplay,Western,Historical Fiction,Lawrence Kasdan,76.0,7.0,14243.0
Salvador,1500000,1500000,NA,4500000.0,23-Apr-86,NA,NA,Hemdale,Original Screenplay,Drama,NA,NA,91.0,7.5,7797.0
"Sex, Lies, and Videotape",24741667,36741667,NA,1200000.0,04-Aug-89,NA,NA,Miramax,NA,NA,NA,Steven Soderbergh,97.0,NA,NA
Simon,4055,4055,NA,1300000.0,07-Apr-06,NA,NA,Strand,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,8.0,4873.0
Super Mario Bros.,20844907,20844907,NA,42000000.0,28-May-93,NA,NA,Walt Disney Pictures,Based on Game,Action,Fantasy,NA,NA,3.8,17281.0
Somewhere in Time,9709597,9709597,NA,5100000.0,03-Oct-80,NA,NA,Universal,Based on Book/Short Story,Drama,Fantasy,NA,63.0,7.0,8787.0
Smoke Signals,6719300,7756617,NA,2000000.0,26-Jun-98,PG-13,NA,Miramax,Based on Book/Short Story,Comedy,Contemporary Fiction,NA,86.0,6.9,5058.0
Serial Mom,7881335,7881335,NA,13000000.0,13-Apr-94,R,NA,Savoy,Original Screenplay,Comedy,Contemporary Fiction,John Waters,61.0,6.4,10999.0
Sommersturm,95204,95204,NA,3000000.0,17-Mar-06,R,NA,Regent Releasing,Original Screenplay,Drama,Contemporary Fiction,NA,NA,7.6,5251.0
Silent Movie,36145695,36145695,NA,4400000.0,25-Jun-76,NA,NA,20th Century Fox,Original Screenplay,Comedy,NA,Mel Brooks,89.0,6.4,6248.0
The Santa Clause,144833357,189800000,NA,22000000.0,11-Nov-94,PG,NA,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,John Pasquin,79.0,6.1,17773.0
The Singles Ward,1250798,1250798,NA,500000.0,01-Feb-02,PG,NA,Halestorm Entertainment,Original Screenplay,Comedy,Contemporary Fiction,NA,50.0,5.7,736.0
Sense and Sensibility,42993774,134993774,NA,16500000.0,11-Dec-95,PG,NA,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,98.0,7.7,31279.0
Singin' in the Rain,3600000,3600000,NA,2540000.0,10-Apr-52,NA,NA,MGM,NA,NA,NA,Stanley Donen,100.0,8.4,55352.0
Solitude,6260,6260,NA,200000.0,07-Jan-05,Not Rated,NA,Indican Pictures,Original Screenplay,Drama,NA,NA,NA,4.8,82.0
The Sound of Music,163214286,286214286,NA,8200000.0,NA,NA,NA,20th Century Fox,Based on Book/Short Story,Musical,Historical Fiction,Robert Wise,81.0,6.3,45.0
She's the One,9482579,13795053,NA,3500000.0,23-Aug-96,R,NA,Fox Searchlight,Original Screenplay,Romantic Comedy,Contemporary Fiction,Edward Burns,60.0,6.0,8159.0
Straight out of Brooklyn,2712293,2712293,NA,450000.0,NA,NA,NA,NA,NA,NA,NA,NA,100.0,5.6,263.0
Spaceballs,38119483,38119483,NA,22700000.0,24-Jun-87,NA,NA,MGM,Original Screenplay,Comedy,Science Fiction,Mel Brooks,65.0,6.9,52434.0
Speed,121248145,283200000,NA,30000000.0,10-Jun-94,R,NA,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Jan De Bont,90.0,2.6,4175.0
Species,60054449,113354449,NA,35000000.0,07-Jul-95,R,NA,MGM,Original Screenplay,Action,Science Fiction,Roger Donaldson,39.0,5.6,21917.0
Sphinx,2000000,11400000,NA,10000000.0,11-Feb-81,NA,NA,Orion Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Franklin J. Schaffner,NA,4.9,478.0
Spaced Invaders,15000000,15000000,NA,3000000.0,27-Apr-90,NA,NA,Walt Disney Pictures,Original Screenplay,Comedy,Science Fiction,Patrick Read Johnson,9.0,4.8,1464.0
Spellbound,7000000,7000000,NA,1500000.0,NA,G,NA,ThinkFilm,NA,NA,NA,Alfred Hitchcock,87.0,7.7,14665.0
Splash,62599495,62599495,NA,8000000.0,09-Mar-84,NA,NA,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,Ron Howard,91.0,6.2,21732.0
Superman IV: The Quest for Peace,11227824,11227824,NA,17000000.0,24-Jul-87,NA,NA,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Sidney J. Furie,NA,3.4,15164.0
Superman II,108185706,108185706,NA,50000000.0,19-Jun-81,NA,NA,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Richard Donner,NA,6.7,29512.0
Superman III,59950623,59950623,NA,39000000.0,17-Jun-83,NA,NA,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,NA,23.0,4.7,18070.0
Sparkler,5494,5494,NA,1000000.0,19-Mar-99,R,NA,Strand,NA,NA,NA,NA,17.0,5.5,320.0
Superman,134218018,300200000,NA,55000000.0,15-Dec-78,PG,NA,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Richard Donner,94.0,4.9,129.0
The Specialist,57362581,57362581,NA,45000000.0,07-Oct-94,R,NA,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,NA,4.0,4.9,18749.0
The Sorcerer,12000000,12000000,NA,21600000.0,24-Jun-77,NA,NA,NA,NA,NA,NA,William Friedkin,NA,6.8,563.0
Sisters in Law,33312,33312,NA,300000.0,12-Apr-06,Not Rated,NA,Women Make Movies,Based on Real Life Events,Documentary,Factual,NA,NA,6.7,203.0
Smilla's Sense of Snow,2221994,2221994,NA,35000000.0,28-Feb-97,R,NA,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Bille August,53.0,6.1,7280.0
Assassins,30306268,83306268,NA,50000000.0,06-Oct-95,R,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,9.0,5.9,23370.0
Star Trek: The Motion Picture,82258456,139000000,NA,35000000.0,07-Dec-79,PG,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,Robert Wise,48.0,6.2,25454.0
Star Trek III: The Search for Spock,76471046,87000000,NA,18000000.0,01-Jun-84,NA,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,Leonard Nimoy,NA,6.5,22261.0
Star Trek IV: The Voyage Home,109713132,133000000,NA,24000000.0,26-Nov-86,NA,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,Leonard Nimoy,NA,7.3,26207.0
Stand by Me,52287414,52287414,NA,8000000.0,08-Aug-86,NA,NA,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Rob Reiner,94.0,8.2,90143.0
Stone Cold,9286314,9286314,NA,25000000.0,17-May-91,R,NA,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,NA,29.0,4.6,52.0
The Stewardesses,13500000,25000000,NA,200000.0,25-Jul-69,NA,NA,NA,NA,NA,NA,NA,NA,4.3,86.0
Street Fighter,33423000,99423000,NA,35000000.0,23-Dec-94,PG-13,NA,Universal,Based on Game,Action,Contemporary Fiction,NA,13.0,3.3,25407.0
Star Trek II: The Wrath of Khan,79912963,96800000,NA,12000000.0,04-Jun-82,PG,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,NA,NA,7.8,36131.0
Steal (Canadian Release),220944,220944,NA,15000000.0,25-Apr-03,Not Rated,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Sting,159616327,159616327,NA,5500000.0,25-Dec-73,NA,NA,Universal,Original Screenplay,NA,Historical Fiction,George Roy Hill,91.0,8.4,65866.0
Stonewall,304602,304602,NA,2000000.0,26-Jul-96,R,99.0,Strand,Based on Real Life Events,Drama,Dramatization,NA,NA,7.0,741.0
Star Trek V: The Final Frontier,52210049,70200000,NA,30000000.0,09-Jun-89,NA,NA,Paramount Pictures,Based on TV,Action,Science Fiction,NA,NA,5.0,20600.0
Star Trek VI: The Undiscovered Country,74888996,96900000,NA,27000000.0,06-Dec-91,NA,NA,Paramount Pictures,Based on TV,Action,Science Fiction,NA,NA,7.2,23546.0
Star Trek: Generations,75671262,120000000,NA,38000000.0,18-Nov-94,PG,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,NA,NA,6.5,26465.0
Stripes,85300000,85300000,NA,10000000.0,26-Jun-81,R,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,88.0,6.8,19618.0
Striptease,32773011,32773011,NA,50000000.0,28-Jun-96,R,115.0,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Andrew Bergman,12.0,3.9,18012.0
Star Wars Ep. IV: A New Hope,460998007,797900000,11182540.0,11000000.0,25-May-77,PG,NA,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,NA,NA,NA
Saints and Soldiers,1310470,1310470,NA,780000.0,06-Aug-04,PG-13,90.0,Excel Entertainment,Based on Real Life Events,Drama,Dramatization,Ryan Little,NA,7.0,7581.0
Strangers on a Train,7000000,7000000,NA,1200000.0,03-Jul-51,PG,NA,Warner Bros.,NA,NA,NA,Alfred Hitchcock,98.0,8.3,34284.0
Sugar Hill,18272447,18272447,NA,10000000.0,25-Feb-94,R,NA,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,NA,22.0,5.3,1627.0
Stiff Upper Lips,69582,69582,NA,5700000.0,27-Aug-99,NA,NA,Cowboy Pictures,NA,NA,NA,NA,29.0,6.1,543.0
Shichinin no samurai,271736,271736,NA,500000.0,19-Nov-56,NA,NA,Cowboy Pictures,Original Screenplay,Action,Historical Fiction,Akira Kurosawa,NA,8.8,96698.0
Sweet Charity,8000000,8000000,NA,20000000.0,NA,NA,NA,NA,NA,NA,NA,Bob Fosse,NA,7.0,1691.0
Sands of Iwo Jima,7800000,7800000,NA,1000000.0,NA,NA,NA,NA,NA,NA,NA,NA,100.0,7.1,4160.0
The Spy Who Loved Me,46800000,185400000,NA,14000000.0,13-Jul-77,NA,NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,NA,78.0,7.1,24938.0
The Swindle,245359,5045359,NA,10000000.0,25-Dec-98,NA,NA,New Yorker,NA,Comedy,NA,NA,NA,5.2,1417.0
Swingers,4505922,6542637,NA,200000.0,18-Oct-96,R,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Doug Liman,86.0,6.2,431.0
Snow White and the Seven Dwarfs,184925485,184925485,NA,1488000.0,21-Dec-37,NA,NA,Walt Disney Pictures,Traditional/Legend/Fairytale,Musical,Fantasy,NA,97.0,7.8,38141.0
The Sweet Hereafter,4306697,4306697,NA,5000000.0,10-Oct-97,R,NA,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,100.0,7.8,16280.0
She Wore a Yellow Ribbon,5400000,5400000,NA,1600000.0,NA,NA,NA,NA,NA,NA,NA,John Ford,100.0,7.3,5825.0
Sex with Strangers,247740,247740,NA,1100000.0,22-Feb-02,Not Rated,NA,NA,Based on Real Life Events,Documentary,Factual,NA,39.0,5.0,151.0
Spy Hard,26936265,26936265,NA,18000000.0,24-May-96,PG-13,81.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,7.0,4.7,12682.0
Tango,1687311,1687311,NA,4500000.0,12-Feb-99,PG-13,NA,Sony Pictures Classics,Original Screenplay,Drama,Historical Fiction,NA,NA,6.9,1490.0
The Age of Innocence,32014993,32014993,NA,34000000.0,17-Sep-93,NA,NA,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Martin Scorsese,81.0,7.1,16000.0
Talk Radio,3468572,3468572,NA,4000000.0,01-Dec-88,NA,NA,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Oliver Stone,80.0,7.0,5659.0
The Texas Chainsaw Massacre,26572439,26572439,NA,140000.0,18-Oct-74,R,NA,New Line,NA,Horror,NA,Tobe Hooper,90.0,6.1,39172.0
The Texas Chainsaw Massacre 2,8025872,8025872,NA,4700000.0,22-Aug-86,NA,NA,Cannon,Remake,Horror,Contemporary Fiction,Tobe Hooper,43.0,5.1,7702.0
Timecop,44853581,102053581,NA,28000000.0,16-Sep-94,R,NA,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Peter Hyams,47.0,5.5,16570.0
Tin Cup,53854588,75854588,NA,45000000.0,16-Aug-96,R,105.0,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ron Shelton,69.0,6.1,17274.0
Torn Curtain,13000000,13000000,NA,3000000.0,16-Jul-66,NA,NA,NA,NA,NA,NA,Alfred Hitchcock,81.0,6.6,8670.0
To Die For,21284514,27688744,NA,20000000.0,27-Sep-95,R,NA,Sony Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,87.0,6.8,18459.0
Terror Train,8000000,8000000,NA,3500000.0,NA,NA,NA,NA,NA,NA,NA,Roger Spottiswoode,33.0,5.5,2479.0
Teen Wolf Too,7888000,7888000,NA,3000000.0,20-Nov-87,NA,NA,Atlantic,Original Screenplay,Comedy,Fantasy,NA,14.0,2.8,5207.0
The Fan,18582965,18582965,NA,55000000.0,16-Aug-96,R,117.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Tony Scott,40.0,5.6,20640.0
Tae Guik Gi: The Brotherhood of War,1110186,69826708,NA,12500000.0,03-Sep-04,R,NA,IDP Distribution,Original Screenplay,Drama,Historical Fiction,NA,NA,NA,NA
The Incredibly True Adventure of Two Girls in Love,2210408,2477155,NA,250000.0,16-Jun-95,R,NA,Fine Line,Original Screenplay,Drama,Contemporary Fiction,NA,NA,5.8,1795.0
There Goes My Baby,125169,125169,NA,10500000.0,02-Sep-94,R,NA,Orion Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,6.3,507.0
Tank Girl,4064333,4064333,NA,25000000.0,01-Mar-95,R,NA,MGM,Based on Comic/Graphic Novel,Action,Science Fiction,NA,42.0,4.7,10772.0
Top Gun,176786701,353786701,NA,15000000.0,16-May-86,NA,NA,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,45.0,6.5,80013.0
Thunderball,63600000,141200000,NA,9000000.0,29-Dec-65,NA,NA,MGM,Based on Book/Short Story,Action,NA,NA,91.0,7.0,27245.0
The Craft,24769466,55669466,NA,15000000.0,03-May-96,R,100.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Andrew Fleming,45.0,5.9,21130.0
It Happened One Night,2500000,2500000,NA,325000.0,NA,NA,NA,NA,NA,Romantic Comedy,NA,Frank Capra,97.0,8.3,25074.0
The Net,50621733,110521733,NA,22000000.0,28-Jul-95,PG-13,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,NA,33.0,5.6,24363.0
La otra conquista,886410,886410,NA,3500000.0,19-Apr-00,R,NA,Hombre de Oro,Original Screenplay,Drama,Historical Fiction,NA,NA,6.1,584.0
The Journey,19800,19800,NA,500000.0,11-Jul-03,Not Rated,NA,NA,NA,NA,NA,NA,NA,4.4,74.0
They Live,13000000,13000000,NA,4000000.0,04-Nov-88,NA,NA,Universal,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Carpenter,88.0,7.0,20995.0
Tales from the Hood,11784569,11784569,NA,6000000.0,24-May-95,R,NA,Savoy,Original Screenplay,Horror,Contemporary Fiction,NA,33.0,5.8,1860.0
Time Bandits,37400000,37400000,NA,12000000.0,06-Nov-81,NA,NA,Avco Embassy,Original Screenplay,Adventure,Fantasy,Terry Gilliam,94.0,6.9,22719.0
Tombstone,56505000,56505000,NA,25000000.0,25-Dec-93,R,NA,Walt Disney Pictures,Based on Real Life Events,Western,Dramatization,George P. Cosmatos,77.0,7.7,43688.0
Time Changer,1500711,1500711,NA,825000.0,25-Oct-02,PG,NA,Five & Two Pictures,Original Screenplay,Drama,Fantasy,NA,22.0,5.0,1029.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,78656813,78656813,NA,25000000.0,22-Mar-91,NA,NA,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,NA,NA,5.3,12742.0
Teenage Mutant Ninja Turtles III,42273609,42273609,NA,21000000.0,19-Mar-93,NA,NA,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,NA,30.0,4.3,9064.0
Tango & Cash,63408614,63408614,NA,55000000.0,22-Dec-89,NA,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrei Konchalovsky,39.0,5.8,25248.0
Teenage Mutant Ninja Turtles,135265915,202000000,NA,13500000.0,30-Mar-90,NA,NA,New Line,Based on TV,Adventure,Fantasy,Steve Barron,NA,6.4,25867.0
Topaz,6000000,6000000,NA,4000000.0,19-Dec-69,NA,NA,Universal,NA,NA,NA,Alfred Hitchcock,71.0,6.2,6389.0
Taps,35856053,35856053,NA,14000000.0,09-Dec-81,NA,NA,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Harold Becker,79.0,6.5,6515.0
Trainspotting,16501785,24000785,NA,3100000.0,19-Jul-96,R,94.0,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,89.0,8.2,150483.0
The Train,6800000,6800000,NA,5800000.0,07-Mar-65,NA,NA,NA,NA,NA,NA,John Frankenheimer,83.0,7.8,4692.0
Troop Beverly Hills,7190505,7190505,NA,18000000.0,22-Mar-89,NA,NA,Sony/Columbia,Original Screenplay,Comedy,Contemporary Fiction,NA,8.0,4.7,3427.0
Trekkies,617172,617172,NA,375000.0,21-May-99,PG,NA,Paramount Pictures,Based on Real Life Events,Documentary,Factual,NA,NA,6.9,3004.0
True Lies,146282411,365300000,NA,100000000.0,15-Jul-94,R,NA,20th Century Fox,Remake,Action,Contemporary Fiction,James Cameron,69.0,7.2,80581.0
Terminator 2: Judgment Day,204859496,516816151,NA,100000000.0,02-Jul-91,R,NA,Sony Pictures,Original Screenplay,Action,Science Fiction,James Cameron,98.0,8.5,237477.0
Travellers and Magicians,506793,1058893,NA,1800000.0,07-Jan-05,Not Rated,NA,Zeitgeist,Original Screenplay,Drama,NA,NA,NA,7.4,1069.0
The Terminator,38019031,78019031,NA,6400000.0,26-Oct-84,NA,NA,Orion Pictures,Original Screenplay,Action,Science Fiction,James Cameron,100.0,8.1,179606.0
Tremors,16667084,16667084,NA,10000000.0,19-Jan-90,NA,NA,Universal,Original Screenplay,Action,Science Fiction,NA,88.0,7.2,29840.0
True Romance,12281000,12281000,NA,12500000.0,10-Sep-93,NA,NA,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tony Scott,91.0,7.9,73829.0
Tron,26918576,26918576,NA,17000000.0,09-Jul-82,NA,NA,Walt Disney Pictures,Original Screenplay,Action,Science Fiction,NA,68.0,2.9,923.0
Trapeze,14400000,14400000,NA,4000000.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,6.7,1570.0
The Terrorist,195043,195043,NA,25000.0,14-Jan-00,Not Rated,NA,Phaedra Cinema,NA,NA,NA,NA,NA,5.5,50.0
Trois,1161843,1161843,NA,200000.0,11-Feb-00,NC-17,NA,Rainforest Productions,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,3.3,360.0
Things to Do in Denver when You're Dead,529766,529766,NA,15000000.0,01-Dec-95,R,NA,Miramax,Original Screenplay,Black Comedy,Contemporary Fiction,NA,33.0,6.6,12789.0
